Unnamed: 0,ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
1417849,91107-3224,PASADENA,5746012002,2020,7500,5746-012-002,2114 E FOOTHILL BLVD  PASADENA CA  91107,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1952,1955,840,0,0,0,19720508,85163.0,1975,26775.0,1975,111938.0,0.0,0.0,85914.0,0.0,44809.0,0.0,Y,242661.0,0.0,242661.0,,27,27615,MOUNTAIN VIEW PLACE TRACT LOT COM AT SW COR OF LOT 3 TH N 0¢02' E 97.48 FT TO SW LINE OF FOOTHILL BLVD TH SE THEREON 125 FT TH S 0¢02' W TO S LINE OF SD LOT TH N 89¢50' W TO BEG PART OF LOTS 2 AND LOT    3,2114,,E,FOOTHILL BLVD,,PASADENA CA,91107.0,20205746012002,34.14948511,-118.10680628,"(34.14948511, -118.10680628)"
1436366,91006-2843,ARCADIA,5773002055,2020,1905,5773-002-055,420 N SANTA ANITA AVE  ARCADIA CA  91006,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1980,1980,1223,0,0,0,20041020,566817.0,1983,299775.0,1983,866592.0,0.0,0.0,90040.0,0.0,55913.0,0.0,Y,1012545.0,0.0,1012545.0,,27,27801,"A PART OF ARCADIA SANTA ANITA TRACT LOTS 32,33 AND EX OF STS LOT 34 BLK 82",420,,N,SANTA ANITA AVE,,ARCADIA CA,91006.0,20205773002055,34.14521037,-118.03112146,"(34.14521037, -118.03112146)"
1549963,90248-3220,GARDENA,6106010114,2020,576,6106-010-114,1701 W ARTESIA BLVD  GARDENA CA  90248,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,2015,2015,3666,0,2,1,20130822,2241789.0,2014,993671.0,2016,3235460.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3235460.0,0.0,3235460.0,,26,26640,TR=52273 LOT 4 AND E 140 FT OF LOT 3,1701,,W,ARTESIA BLVD,,GARDENA CA,90248.0,20206106010114,33.87318791,-118.30776309,"(33.87318791, -118.30776309)"
1617362,90280-3401,SOUTH GATE,6216008033,2020,664,6216-008-033,4601 FIRESTONE BLVD  SOUTH GATE CA  90280,C/I,2102,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",Two Stories,1,2014,2014,3773,0,0,0,20170802,1951790.0,2018,1851912.0,2018,3803702.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3803702.0,0.0,3803702.0,,28,28622,PM 207-53-55 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 2,4601,,,FIRESTONE BLVD,,SOUTH GATE CA,90280.0,20206216008033,33.95299469,-118.18830465,"(33.95299469, -118.18830465)"
1634055,90241-5259,DOWNEY,6254028028,2020,3679,6254-028-028,8747 FIRESTONE BLVD  DOWNEY CA  90241,C/I,1820,Commercial,Hotel and Motel,Motel - Under 50 Rooms,One Story,2,1939,1958,4122,0,0,10,20140903,659362.0,2015,549467.0,2015,1208829.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1208829.0,0.0,1208829.0,,26,26612,"TRACT NO 8326 VAC ALLEY ADJ ON NE AND LOTS 13,14,15 AND LOT   16 BLK    2",8747,,,FIRESTONE BLVD,,DOWNEY CA,90241.0,20206254028028,33.93618142,-118.12450062,"(33.93618142, -118.12450062)"
1657650,,HUNTINGTON PARK,6320012071,2020,594,6320-012-071,,C/I,2102,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",Two Stories,1,1989,1989,2420,0,0,0,19920812,400993.0,1992,664281.0,1992,1065274.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1065274.0,0.0,1065274.0,,28,28622,P M 228-58-60 LOT 5,0,,,,,,,20206320012071,33.98699969,-118.2248214,"(33.98699969, -118.2248214)"
1660495,,PICO RIVERA,6377003026,2020,7980,6377-003-026,,C/I,1500,Commercial,"Shopping Center (Neighborhood, Community)",,One Story,1,1988,1988,2863,0,0,0,19871002,964016.0,1988,797497.0,1988,1761513.0,0.0,0.0,156642.0,0.0,76554.0,0.0,Y,1994709.0,0.0,1994709.0,,28,28627,P M 199-1-5 LOT 2,0,,,,,,,20206377003026,34.00052288,-118.08309299,"(34.00052288, -118.08309299)"
1703298,90638-5527,LA MIRADA,7001013117,2020,2598,7001-013-117,14341 FIRESTONE BLVD  LA MIRADA CA  90638,C/I,2120,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Auto Oriented,One Story,1,1995,1995,2929,0,0,1,19950207,1025965.0,1995,686592.0,1996,1712557.0,0.0,0.0,248562.0,0.0,110998.0,0.0,Y,2072117.0,0.0,2072117.0,,26,26652,P M 265-95-97 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 1,14341,,,FIRESTONE BLVD,,LA MIRADA CA,90638.0,20207001013117,33.88257798,-118.0244759,"(33.88257798, -118.0244759)"
1707109,90703-1503,CERRITOS,7016002051,2020,2019,7016-002-051,10900 ALONDRA BLVD  CERRITOS CA  90703,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,2015,2015,3846,0,0,0,20000427,1357983.0,2000,1141965.0,2016,2499948.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,2499948.0,0.0,2499948.0,,28,28622,TR=29673 POR OF LOT 2 AND ALL OF LOT 1,10900,,,ALONDRA BLVD,,CERRITOS CA,90703.0,20207016002051,33.8870932,-118.10191338,"(33.8870932, -118.10191338)"
1742312,90808,LONG BEACH,7075001933,2020,5580,7075-001-933,7691 E CARSON BLVD  LONG BEACH CA  90808,C/I,1600,Commercial,Shopping Center (Regional),,One Story,1,1999,1999,3094,0,0,0,20000102,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,0.0,Public (non-taxable government-owned),22,22190,P M 319-34-47 LOT 4,7691,,E,CARSON BLVD,,LONG BEACH CA,90808.0,20207075001933,33.83090161,-118.08478427,"(33.83090161, -118.08478427)"
1778762,90808-1887,LONG BEACH,7149018016,2020,5500,7149-018-016,4041 N LAKEWOOD BLVD  LONG BEACH CA  90808,C/I,2120,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Auto Oriented,One Story,1,2018,2018,3674,0,0,0,20180425,678111.0,2017,2296162.0,2018,2974273.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,2974273.0,0.0,2974273.0,,28,28622,P M 391-69-76 LOT 3,4041,,N,LAKEWOOD BLVD,,LONG BEACH CA,90808.0,20207149018016,33.83155441,-118.14306641,"(33.83155441, -118.14306641)"
1780102,90706-6604,BELLFLOWER,7161008007,2020,11274,7161-008-007,17404 BELLFLOWER BLVD  BELLFLOWER CA  90706,C/I,1100,Commercial,Store,,One Story,1,2019,2019,2503,0,0,2,20170629,742845.0,2017,417000.0,2020,1159845.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1159845.0,0.0,1159845.0,,26,26613,SOMERSET ACRES LOT COM N 0¢10' W 150 FT FROM SE COR OF LOT 462 TH N 0¢10' W TO S LINE OF ARTESIA BLVD TH W ON SD S LINE AND S ON E LINE OF BELLFLOWER BLVD TO A PT S 89¢49' W FROM BEG TH N 89¢49' E TO BEG PART OF LOT  462,17404,,,BELLFLOWER BLVD,,BELLFLOWER CA,90706.0,20207161008007,33.87451049,-118.12485681,"(33.87451049, -118.12485681)"
1792178,90713-1058,LAKEWOOD,7165002037,2020,3754,7165-002-037,5820 BELLFLOWER BLVD  LAKEWOOD CA  90713,C/I,2120,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Auto Oriented,One Story,1,1985,1986,1152,0,0,1,19850416,568122.0,1985,359623.0,1985,927745.0,0.0,0.0,58506.0,0.0,37441.0,0.0,Y,1023692.0,0.0,1023692.0,,26,26634,PARCEL MAP AS PER BK 184 P 74 OF PM LOT    1,5820,,,BELLFLOWER BLVD,,LAKEWOOD CA,90713.0,20207165002037,33.86110071,-118.12468687,"(33.86110071, -118.12468687)"
1810175,90815-2821,LONG BEACH,7219023021,2020,5531,7219-023-021,4500 E LOS COYOTES DIAGONAL  LONG BEACH CA  90815,C/I,1500,Commercial,"Shopping Center (Neighborhood, Community)",,One Story,5,1989,1990,59568,0,0,0,20170301,15313231.0,2017,14400592.0,2017,29713823.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,29713823.0,0.0,29713823.0,,28,28622,P.M 249-98-99 LOT 1,4500,,E,LOS COYOTES DIAGONAL,,LONG BEACH CA,90815.0,20207219023021,33.79074782,-118.13977821,"(33.79074782, -118.13977821)"
1811340,90755-1700,SIGNAL HILL,7207024034,2020,5674,7207-024-034,799 E SPRING ST  SIGNAL HILL CA  90755,C/I,2120,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Auto Oriented,One Story,1,2012,2012,3744,0,0,0,20130102,2128107.0,2013,1125982.0,2013,3254089.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3254089.0,0.0,3254089.0,,26,26610,"P M 330-14-18 LAND DESC IN DOC 880734, 062911 POR OF LOTS 1 AND 6",799,,E,SPRING ST,,SIGNAL HILL CA,90755.0,20207207024034,33.81213811,-118.18338492,"(33.81213811, -118.18338492)"
1821848,90803-4833,LONG BEACH,7237017022,2020,5517,7237-017-022,6301 E PACIFIC COAST HWY  LONG BEACH CA  90803,C/I,2120,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Auto Oriented,One Story,1,1995,1995,2992,0,0,0,19951205,2081073.0,1996,647554.0,1996,2728627.0,0.0,0.0,168199.0,0.0,87255.0,0.0,Y,2984081.0,0.0,2984081.0,,26,26614,P M 700-138-141 THAT POR IN TRA 5517 OF NW 1/4 OF SEC 11 T5S R12W,6301,,E,PACIFIC COAST HWY,,LONG BEACH CA,90803.0,20207237017022,33.75859064,-118.11104496,"(33.75859064, -118.11104496)"
1874641,,COMPTON,7319003109,2020,3766,7319-003-109,,C/I,1100,Commercial,Store,,One Story,0,0,0,0,0,0,0,20190719,3400000.0,2020,0.0,2020,3400000.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,3400000.0,0.0,3400000.0,,26,26695,PM 402-99-100 LOT 1,0,,,,,,,20207319003109,33.87211332,-118.24799988,"(33.87211332, -118.24799988)"
1888234,90502-2105,unincorporated,7344002010,2020,1519,7344-002-010,730 W CARSON ST  TORRANCE CA  90502,C/I,2120,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Auto Oriented,One Story,1,1983,1983,1443,0,0,0,19830920,577809.0,1984,287327.0,1984,865136.0,0.0,0.0,89316.0,0.0,57233.0,0.0,Y,1011685.0,0.0,1011685.0,,26,26683,P M 12-76 LOT 1,730,,W,CARSON ST,,TORRANCE CA,90502.0,20207344002010,33.83125634,-118.2884578,"(33.83125634, -118.2884578)"
1904596,90503-1514,TORRANCE,7352001021,2020,9340,7352-001-021,20150 HAWTHORNE BLVD  TORRANCE CA  90503,C/I,2110,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Walk Up,One Story,1,2012,2012,3653,0,0,0,20110729,5822915.0,2012,1137014.0,2012,6959929.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,6959929.0,0.0,6959929.0,,28,28722,*TR=PARCEL MAP AS PER BK 124 P 78 OF PM LOT    2,20150,,,HAWTHORNE BLVD,,TORRANCE CA,90503.0,20207352001021,33.84896359,-118.35314895,"(33.84896359, -118.35314895)"
1910332,90505-5357,TORRANCE,7377012010,2020,9340,7377-012-010,24445 CRENSHAW BLVD  TORRANCE CA  90505,C/I,1500,Commercial,"Shopping Center (Neighborhood, Community)",,One Story,1,1992,1992,2886,0,0,0,20021003,1456748.0,2003,1324315.0,2003,2781063.0,0.0,0.0,173909.0,0.0,73055.0,0.0,Y,3028027.0,0.0,3028027.0,,28,28722,TR=49936 LOT 9,24445,,,CRENSHAW BLVD,,TORRANCE CA,90505.0,20207377012010,33.80286235,-118.3284298,"(33.80286235, -118.3284298)"
2006053,90275-1125,RANCHO PALOS VERDES,7557030013,2020,1671,7557-030-013,29105 S WESTERN AVE  RNCHO PALOS VRDS CA  90275,C/I,1100,Commercial,Store,,One Story,1,1957,1959,10098,0,0,0,20060113,479740.0,1975,200844.0,1975,680584.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,680584.0,0.0,680584.0,,26,26697,MAP # 3 OF LANDS OF THE ESTATE OF A W SEPULVEDA THAT PART OUTSIDE CO LTG MAINT DIST # 1560 OF LOT 2 MAP # 3 OF LANDS OF THE ESTATE OF A W SEPULVEDA AND VAC ALLEY TR # 16010 D A F LOT COM AT N TERMINUS OF A CURVE IN W LINE OF WESTERN AVE PER CS8960-4 HAVING A RADIUS OF 1950 FT AND A LENGTH OF 513.55 FT TH S ON SD W LINE TO BDRY LINE OF L A CITY TH S THEREON TO A PT S ON SD W LINE 184.96 FT AND S 83¢34'10'' W FROM BEG TH S 83¢ 34'10'' W TO E LINE OF LOT 60 TR # 16010 TH N ON A CURVE CONCAVE TO W RADIUS EQUALS 1785 FT TO SE LINE OF TRUDIE DR TH NE THEREON AND S ON SD W LINE TO BEG PART OF LOT    2,29105,,S,WESTERN AVE,,RNCHO PALOS VRDS CA,90275.0,20207557030013,33.75331309,-118.30935921,"(33.75331309, -118.30935921)"
2025676,90670-4018,SANTA FE SPRINGS,8011013050,2020,9056,8011-013-050,10525 CARMENITA RD  SANTA FE SPRINGS CA  90670,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1987,1987,4156,0,0,1,19861215,803349.0,1987,865375.0,1988,1668724.0,0.0,0.0,118690.0,0.0,62279.0,0.0,Y,1849693.0,0.0,1849693.0,,28,28621,PARCEL MAP AS PER BK 191 P 88-90 OF P M LOT    1,10525,,,CARMENITA RD,,SANTA FE SPRINGS CA,90670.0,20208011013050,33.93966288,-118.0469042,"(33.93966288, -118.0469042)"
2058462,90650-4869,NORWALK,8073009028,2020,6232,8073-009-028,14330 PIONEER BLVD  NORWALK CA  90650,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,2,1973,1973,777,0,0,0,20160922,110943.0,1975,65655.0,1975,176598.0,0.0,0.0,60135.0,0.0,25162.0,0.0,Y,261895.0,0.0,261895.0,,26,26628,TRACT NO 5260   E 95 FT OF LOTS 5 AND 6 AND S 31.5 FT OF E 95 FT OF LOT 7 AND S 31.5 FT OF LOT   18 BLK    A,14330,,,PIONEER BLVD,,NORWALK CA,90650.0,20208073009028,33.90117796,-118.08219451,"(33.90117796, -118.08219451)"
2112790,91745-1242,unincorporated,8217021025,2020,11980,8217-021-025,14620 GALE AVE  LA PUENTE CA  91745,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1972,1972,770,0,0,0,19711201,115869.0,1975,78879.0,1975,194748.0,0.0,0.0,98059.0,0.0,38934.0,0.0,Y,331741.0,0.0,331741.0,,27,27633,TRACT NO 1343   LOT COM SE ON NE LINE OF LOT 3 BLK 41 41.14 FT AND SW PARALLEL WITH NW LINE OF SD LOT 20 FT FROM MOST N COR OF SD LOT TH S 64¢06'32'' E 232.89 FT TH S 26¢01'53'' W 134.44 FT TH N 37¢49' 19'' W 276.25 FT TH N 77¢14'13'' E 19.37 FT TO BEG  PART OF LOT    3 BLK   41,14620,,,GALE AVE,,LA PUENTE CA,91745.0,20208217021025,34.01942185,-117.98740057,"(34.01942185, -117.98740057)"
2157578,91748-1729,INDUSTRY,8265044042,2020,8267,8265-044-042,17849 COLIMA RD  CITY OF INDUSTRY CA  91748,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1991,1991,3049,0,0,0,20030319,238370.0,2003,904506.0,2003,1142876.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1142876.0,0.0,1142876.0,,28,28621,P M 201-78-79 LOT 2                    N,17849,,,COLIMA RD,,CITY OF INDUSTRY CA,91748.0,20208265044042,33.99039252,-117.91548258,"(33.99039252, -117.91548258)"
2171866,91767-3731,POMONA,8318022022,2020,13304,8318-022-022,1851 INDIAN HILL BLVD  POMONA CA  91767,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1969,1969,180,0,0,0,19690919,96812.0,1975,57809.0,1975,154621.0,0.0,0.0,26931.0,0.0,62224.0,0.0,Y,243776.0,0.0,243776.0,,27,27663,RECORD OF SURVEY   AS PER BK 70 PG 18 OF R S E 150 FT OF N 150.98 FT OF LOT    2,1851,,,INDIAN HILL BLVD,,POMONA CA,91767.0,20208318022022,34.07793471,-117.71967949,"(34.07793471, -117.71967949)"
2185706,91766-5810,POMONA,8344028021,2020,7769,8344-028-021,2505 S GAREY AVE  POMONA CA  91766,C/I,2120,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Auto Oriented,One Story,1,1984,1984,204,0,0,0,19840321,137254.0,1975,238764.0,1985,376018.0,0.0,0.0,124015.0,0.0,57723.0,0.0,Y,557756.0,0.0,557756.0,,27,27663,TR=22650 POR OF LOT 118 AND POR OF RO SAN JOSE,2505,,S,GAREY AVE,,POMONA CA,91766.0,20208344028021,34.02586475,-117.74941001,"(34.02586475, -117.74941001)"
2194472,91750-3559,LA VERNE,8375001018,2020,8602,8375-001-018,2098 FOOTHILL BLVD  LA VERNE CA  91750,C/I,2120,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Auto Oriented,One Story,1,1976,1976,980,0,0,0,19760825,177745.0,1977,148356.0,1978,326101.0,0.0,0.0,182148.0,0.0,68612.0,0.0,Y,576861.0,0.0,576861.0,,27,27609,PARCEL MAP AS PER BK 55 PG 44 OF P M LOT    1,2098,,,FOOTHILL BLVD,,LA VERNE CA,91750.0,20208375001018,34.11311402,-117.76570862,"(34.11311402, -117.76570862)"
2221551,91724-1016,COVINA,8405001030,2020,3021,8405-001-030,1371 N GRAND AVE  COVINA CA  91724,C/I,2102,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",Two Stories,1,1980,1980,2477,0,0,0,19800811,268730.0,1981,589248.0,1981,857978.0,0.0,0.0,179074.0,0.0,81060.0,0.0,Y,1118112.0,0.0,1118112.0,,23,23671,*TR=38538 LOT    6,1371,,N,GRAND AVE,,COVINA CA,91724.0,20208405001030,34.10483401,-117.87303044,"(34.10483401, -117.87303044)"
2233056,91722-3830,unincorporated,8435016009,2020,3044,8435-016-009,15610 E SAN BERNARDINO RD  COVINA CA  91722,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1963,1963,645,0,0,1,20090129,535854.0,2009,35384.0,2009,571238.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,571238.0,0.0,571238.0,,27,27805,"TR=220 LAND DESC IN DOC 582615,061318 POR OF LOT 1",15610,,E,SAN BERNARDINO RD,,COVINA CA,91722.0,20208435016009,34.089570794114955,-117.94114481820704,"(34.089570794114955, -117.94114481820704)"
2258444,91791-2116,WEST COVINA,8480001028,2020,3117,8480-001-028,2940 E GARVEY AVE S  WEST COVINA CA  91791,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1990,1990,4424,0,0,0,19780518,376929.0,1979,1353406.0,1991,1730335.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1730335.0,0.0,1730335.0,,27,27625,"*LAND DESC IN DOC 0530722,780518*TR=930 *POR OF LOTS 95 AND LOT   96",2940,,E,GARVEY AVE S,,WEST COVINA CA,91791.0,20208480001028,34.07140726,-117.88212513,"(34.07140726, -117.88212513)"
2259807,91744-2003,LA PUENTE,8472039019,2020,13638,8472-039-019,15259 AMAR RD  LA PUENTE CA  91744,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1968,1968,176,0,0,1,19670811,92782.0,1975,71613.0,1975,164395.0,0.0,0.0,83954.0,0.0,45472.0,0.0,Y,293821.0,0.0,293821.0,,27,27639,TRACT NO 606  0.44 MORE OR LESS AC COM AT SE COR OF TR NO 17805 TH W ON S LINE OF SD TR TO A PT N 48¢07' W 801.74 FT AND N 41¢53' E 120 FT AND N 48¢07' W 50 FT AND N 41¢53' E FROM MOST S COR OF LOT 378 TH S 41¢53' W 17.51 FT TH S 48¢07' E 50 FT TH S 41¢53' W TO NE LINE OF AMAR RD TH SE THEREON TO W LINE OF E 330 FT OF SD LOT TH N THEREON TO BEG PART OF LOT  378,15259,,,AMAR RD,,LA PUENTE CA,91744.0,20208472039019,34.03758915,-117.95148213,"(34.03758915, -117.95148213)"
2303785,91706-5826,BALDWIN PARK,8558028027,2020,2153,8558-028-027,13803 WHITESELL ST  BALDWIN PARK CA  91706,C/I,2110,Commercial,"Restaurant, Cocktail Lounge",Fast Food - Walk Up,One Story,3,2004,2005,19824,0,0,0,20011127,2191011.0,2002,2738878.0,2002,4929889.0,0.0,0.0,182364.0,0.0,88441.0,0.0,Y,5200694.0,0.0,5200694.0,,27,27639,EL MONTE WALNUT PLACE EX OF STS LOT 23,13803,,,WHITESELL ST,,BALDWIN PARK CA,91706.0,20208558028027,34.06779933,-117.97401779,"(34.06779933, -117.97401779)"
2317203,91780-4127,TEMPLE CITY,8585026039,2020,3698,8585-026-039,10601 LOWER AZUSA RD  TEMPLE CITY CA  91780,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1973,1973,165,0,0,0,19730510,51309.0,1975,80380.0,1975,131689.0,0.0,0.0,95052.0,0.0,47686.0,0.0,Y,274427.0,0.0,274427.0,,27,27661,TRACT # 13645 LOT   70,10601,,,LOWER AZUSA RD,,TEMPLE CITY CA,91780.0,20208585026039,34.09247303,-118.0383368,"(34.09247303, -118.0383368)"
2320471,91702-4903,AZUSA,8613024023,2020,14735,8613-024-023,324 S AZUSA AVE  AZUSA CA  91702,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,0,1966,8920,0,0,1,19661221,44806.0,1975,45703.0,1975,90509.0,0.0,0.0,59484.0,0.0,33545.0,0.0,Y,183538.0,0.0,183538.0,,27,27625,SUB NO 1 OF LANDS OF AZUSA LAND AND WATER CO  LOT COM W ON N LINE OF LOT 13 BLK C 152.53 FT AND S ON E LINE OF AZUSA AVE 55 FT FROM INTERSECTION OF SD N LINE WITH NW LINE OF LITTLE DALTON WASH (PER F M 12033-6) TH S ON SD E LINE TO A PT N THEREON 12.61 FT FROM SD NW LINE TH N 48¢53'09'' E 28.2 FT TH NE ON SD NW LINE TO A PT E PARALLEL WITH SD N LINE FROM BEG TH W TO BEG  PART OF LOT   13 BLK    C,324,,S,AZUSA AVE,,AZUSA CA,91702.0,20208613024023,34.11765634,-117.90734426,"(34.11765634, -117.90734426)"
2340306,91702-2709,AZUSA,8628004032,2020,2055,8628-004-032,990 E ALOSTA AVE  AZUSA CA  91702,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,5,1979,2019,16158,0,2,2,20110414,1743774.0,1993,3279869.0,1993,5023643.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,5023643.0,0.0,5023643.0,,27,27624,*TR=PARCEL MAP AS PER BK 74 P 29 OF PM LOT    2,990,,E,ALOSTA AVE,,AZUSA CA,91702.0,20208628004032,34.12818502,-117.88654282,"(34.12818502, -117.88654282)"
2343290,91740-4507,GLENDORA,8642020084,2020,5012,8642-020-084,1261 S LONE HILL AVE  GLENDORA CA  91740,C/I,1500,Commercial,"Shopping Center (Neighborhood, Community)",,One Story,1,2003,2003,3029,0,0,0,20021008,1191873.0,2003,728370.0,2003,1920243.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1920243.0,0.0,1920243.0,,28,28721,PM 296-13-14 S 365.98 FT EX OF STS LOT 8,1261,,S,LONE HILL AVE,,GLENDORA CA,91740.0,20208642020084,34.11639763,-117.82949843,"(34.11639763, -117.82949843)"
2381623,,INDUSTRY,8709106010,2020,9427,8709-106-010,,C/I,1500,Commercial,"Shopping Center (Neighborhood, Community)",,One Story,1,2006,2006,0,0,0,0,20050322,464149.0,2005,112453.0,2006,576602.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,576602.0,0.0,576602.0,,28,28621,PM 330-11-13 THAT POR IN TRA 9427 OF LOT 8,0,,,,,,,20208709106010,34.02746202,-117.83467881,"(34.02746202, -117.83467881)"
2404866,91789-3924,DIAMOND BAR,8763006020,2020,16394,8763-006-020,21133 GOLDEN SPRINGS DR  DIAMOND BAR CA  91789,C/I,2100,Commercial,"Restaurant, Cocktail Lounge","Restaurant, Cocktail Lounge, Tavern",One Story,1,1974,1974,224,0,0,0,19740405,95470.0,1975,88069.0,1975,183539.0,0.0,0.0,55158.0,0.0,32797.0,0.0,Y,271494.0,0.0,271494.0,,27,27653,TRACT NO 2166   LOT COM AT INTERSEC- TION OF S LINE OF POMONA FRWY WITH NW LINE OF GOLDEN SPRINGS DR TH SW ON A CURVE CONCAVE TO SE (R=1550 FT) 344.32 FT TH N 30¢00'09'' W 67.6 FT TH N 72¢ 59'17'' E 69.18 FT TH N 82¢20'09'' E 293.14 FT TO BEG  PART OF LOT    9,21133,,,GOLDEN SPRINGS DR,,DIAMOND BAR CA,91789.0,20208763006020,34.00054957,-117.8432697,"(34.00054957, -117.8432697)"
